,neighborhood,year,month_index,Score,lat,lon
0,60031,2010,A,6400,42.3669,-87.9452
1,60031,2010,B,15000,42.3669,-87.9452
2,60031,2010,C,600,42.3669,-87.9452
3,60031,2010,D,6000,42.3669,-87.9452
4,60031,2011,A,7200,42.3669,-87.9452
5,60031,2011,B,2001,42.3669,-87.9452
6,60031,2011,C,22200,42.3669,-87.9452
7,60031,2011,D,17000,42.3669,-87.9452
8,60031,2012,A,2000,42.3669,-87.9452
9,60031,2012,B,15000,42.3669,-87.9452
10,60031,2012,C,12160,42.3669,-87.9452
11,60031,2012,D,4401,42.3669,-87.9452
12,60031,2013,A,7601,42.3669,-87.9452
13,60031,2013,B,34000,42.3669,-87.9452
14,60031,2013,C,2001,42.3669,-87.9452
15,60031,2013,D,800,42.3669,-87.9452
16,60031,2014,A,3600,42.3669,-87.9452
17,60031,2014,B,2002,42.3669,-87.9452
18,60031,2014,C,47161,42.3669,-87.9452
19,60031,2014,D,20200,42.3669,-87.9452
20,60031,2015,A,9400,42.3669,-87.9452
21,60031,2015,B,5281,42.3669,-87.9452
22,60031,2015,C,8401,42.3669,-87.9452
23,60031,2015,D,8000,42.3669,-87.9452
24,60031,2016,A,33483,42.3669,-87.9452
25,60031,2016,B,32000,42.3669,-87.9452
26,60031,2016,C,10401,42.3669,-87.9452
27,60031,2016,D,25400,42.3669,-87.9452
28,60031,2017,A,22001,42.3669,-87.9452
29,60031,2017,B,2400,42.3669,-87.9452
30,60031,2017,C,28000,42.3669,-87.9452
31,60031,2017,D,29000,42.3669,-87.9452
32,60031,2018,A,17600,42.3669,-87.9452
33,60031,2018,B,26921,42.3669,-87.9452
34,60031,2018,C,29281,42.3669,-87.9452
35,60031,2018,D,18000,42.3669,-87.9452
36,60031,2019,A,30600,42.3669,-87.9452
37,60031,2019,B,30802,42.3669,-87.9452
38,60031,2019,C,5201,42.3669,-87.9452
39,60031,2019,D,8000,42.3669,-87.9452
40,90001,2010,A,554727,33.9731,-118.2479
41,90001,2010,B,754945,33.9731,-118.2479
42,90001,2010,C,838233,33.9731,-118.2479
43,90001,2010,D,823260,33.9731,-118.2479
44,90001,2011,A,480274,33.9731,-118.2479
45,90001,2011,B,567778,33.9731,-118.2479
46,90001,2011,C,734794,33.9731,-118.2479
47,90001,2011,D,487898,33.9731,-118.2479
48,90001,2012,A,343375,33.9731,-118.2479
49,90001,2012,B,433521,33.9731,-118.2479
50,90001,2012,C,475329,33.9731,-118.2479
51,90001,2012,D,460908,33.9731,-118.2479
52,90001,2013,A,671691,33.9731,-118.2479
53,90001,2013,B,591702,33.9731,-118.2479
54,90001,2013,C,572604,33.9731,-118.2479
55,90001,2013,D,473318,33.9731,-118.2479
56,90001,2014,A,555375,33.9731,-118.2479
57,90001,2014,B,724078,33.9731,-118.2479
58,90001,2014,C,693700,33.9731,-118.2479
59,90001,2014,D,648296,33.9731,-118.2479
60,90001,2015,A,823181,33.9731,-118.2479
61,90001,2015,B,794513,33.9731,-118.2479
62,90001,2015,C,671796,33.9731,-118.2479
63,90001,2015,D,547401,33.9731,-118.2479
64,90001,2016,A,596560,33.9731,-118.2479
65,90001,2016,B,698677,33.9731,-118.2479
66,90001,2016,C,714653,33.9731,-118.2479
67,90001,2016,D,925549,33.9731,-118.2479
68,90001,2017,A,722387,33.9731,-118.2479
69,90001,2017,B,715597,33.9731,-118.2479
70,90001,2017,C,917149,33.9731,-118.2479
71,90001,2017,D,805372,33.9731,-118.2479
72,90001,2018,A,590025,33.9731,-118.2479
73,90001,2018,B,772477,33.9731,-118.2479
74,90001,2018,C,848499,33.9731,-118.2479
75,90001,2018,D,639435,33.9731,-118.2479
76,90001,2019,A,507928,33.9731,-118.2479
77,90001,2019,B,729350,33.9731,-118.2479
78,90001,2019,C,679478,33.9731,-118.2479
79,90001,2019,D,815331,33.9731,-118.2479
80,90002,2010,A,2612837,33.9497,-118.2462
81,90002,2010,B,2752833,33.9497,-118.2462
82,90002,2010,C,2885096,33.9497,-118.2462
83,90002,2010,D,3350178,33.9497,-118.2462
84,90002,2011,A,2817550,33.9497,-118.2462
85,90002,2011,B,3337721,33.9497,-118.2462
86,90002,2011,C,3033028,33.9497,-118.2462
87,90002,2011,D,2602607,33.9497,-118.2462
88,90002,2012,A,1875831,33.9497,-118.2462
89,90002,2012,B,2082137,33.9497,-118.2462
90,90002,2012,C,2208509,33.9497,-118.2462
91,90002,2012,D,1921605,33.9497,-118.2462
92,90002,2013,A,2644120,33.9497,-118.2462
93,90002,2013,B,2372723,33.9497,-118.2462
94,90002,2013,C,2819636,33.9497,-118.2462
95,90002,2013,D,2492802,33.9497,-118.2462
96,90002,2014,A,2310733,33.9497,-118.2462
97,90002,2014,B,2463150,33.9497,-118.2462
98,90002,2014,C,2860994,33.9497,-118.2462
99,90002,2014,D,2158682,33.9497,-118.2462
100,90002,2015,A,1988573,33.9497,-118.2462
101,90002,2015,B,2516980,33.9497,-118.2462
102,90002,2015,C,2803228,33.9497,-118.2462
103,90002,2015,D,2309321,33.9497,-118.2462
104,90002,2016,A,2461497,33.9497,-118.2462
105,90002,2016,B,2456268,33.9497,-118.2462
106,90002,2016,C,2964104,33.9497,-118.2462
107,90002,2016,D,2760494,33.9497,-118.2462
108,90002,2017,A,2709418,33.9497,-118.2462
109,90002,2017,B,2679055,33.9497,-118.2462
110,90002,2017,C,2660993,33.9497,-118.2462
111,90002,2017,D,2665466,33.9497,-118.2462
112,90002,2018,A,2402339,33.9497,-118.2462
113,90002,2018,B,2423653,33.9497,-118.2462
114,90002,2018,C,2673739,33.9497,-118.2462
115,90002,2018,D,2771330,33.9497,-118.2462
116,90002,2019,A,2016513,33.9497,-118.2462
117,90002,2019,B,2910599,33.9497,-118.2462
118,90002,2019,C,2444691,33.9497,-118.2462
119,90002,2019,D,2154550,33.9497,-118.2462
120,90003,2010,A,5019554,33.9653,-118.2727
121,90003,2010,B,5557795,33.9653,-118.2727
122,90003,2010,C,5308344,33.9653,-118.2727
123,90003,2010,D,5337357,33.9653,-118.2727
124,90003,2011,A,4521379,33.9653,-118.2727
125,90003,2011,B,5094508,33.9653,-118.2727
126,90003,2011,C,5352469,33.9653,-118.2727
127,90003,2011,D,4500132,33.9653,-118.2727
128,90003,2012,A,3920017,33.9653,-118.2727
129,90003,2012,B,3440324,33.9653,-118.2727
130,90003,2012,C,4155574,33.9653,-118.2727
131,90003,2012,D,3685042,33.9653,-118.2727
132,90003,2013,A,4396398,33.9653,-118.2727
133,90003,2013,B,4471489,33.9653,-118.2727
134,90003,2013,C,4638584,33.9653,-118.2727
135,90003,2013,D,4096269,33.9653,-118.2727
136,90003,2014,A,3457587,33.9653,-118.2727
137,90003,2014,B,4318395,33.9653,-118.2727
138,90003,2014,C,4625813,33.9653,-118.2727
139,90003,2014,D,4560730,33.9653,-118.2727
140,90003,2015,A,4453256,33.9653,-118.2727
141,90003,2015,B,4203167,33.9653,-118.2727
142,90003,2015,C,5622720,33.9653,-118.2727
143,90003,2015,D,4346460,33.9653,-118.2727
144,90003,2016,A,5132736,33.9653,-118.2727
145,90003,2016,B,4925463,33.9653,-118.2727
146,90003,2016,C,5862360,33.9653,-118.2727
147,90003,2016,D,5384032,33.9653,-118.2727
148,90003,2017,A,4770630,33.9653,-118.2727
149,90003,2017,B,5973345,33.9653,-118.2727
150,90003,2017,C,5313550,33.9653,-118.2727
151,90003,2017,D,4762468,33.9653,-118.2727
152,90003,2018,A,4332497,33.9653,-118.2727
153,90003,2018,B,5781457,33.9653,-118.2727
154,90003,2018,C,4904203,33.9653,-118.2727
155,90003,2018,D,4605715,33.9653,-118.2727
156,90003,2019,A,4220729,33.9653,-118.2727
157,90003,2019,B,4913597,33.9653,-118.2727
158,90003,2019,C,5532094,33.9653,-118.2727
159,90003,2019,D,4583915,33.9653,-118.2727
160,90004,2010,A,2241737,34.0762,-118.3029
161,90004,2010,B,1976692,34.0762,-118.3029
162,90004,2010,C,2130465,34.0762,-118.3029
163,90004,2010,D,1964847,34.0762,-118.3029
164,90004,2011,A,1429121,34.0762,-118.3029
165,90004,2011,B,1847439,34.0762,-118.3029
166,90004,2011,C,1781027,34.0762,-118.3029
167,90004,2011,D,1864953,34.0762,-118.3029
168,90004,2012,A,1507328,34.0762,-118.3029
169,90004,2012,B,1621245,34.0762,-118.3029
170,90004,2012,C,1621317,34.0762,-118.3029
171,90004,2012,D,1414919,34.0762,-118.3029
172,90004,2013,A,1671604,34.0762,-118.3029
173,90004,2013,B,1875605,34.0762,-118.3029
174,90004,2013,C,2039502,34.0762,-118.3029
175,90004,2013,D,1803446,34.0762,-118.3029
176,90004,2014,A,1627816,34.0762,-118.3029
177,90004,2014,B,1994195,34.0762,-118.3029
178,90004,2014,C,1941477,34.0762,-118.3029
179,90004,2014,D,2345764,34.0762,-118.3029
180,90004,2015,A,2174046,34.0762,-118.3029
181,90004,2015,B,2077254,34.0762,-118.3029
182,90004,2015,C,2333177,34.0762,-118.3029
183,90004,2015,D,2077591,34.0762,-118.3029
184,90004,2016,A,1871667,34.0762,-118.3029
185,90004,2016,B,2249955,34.0762,-118.3029
186,90004,2016,C,2610431,34.0762,-118.3029
187,90004,2016,D,2322156,34.0762,-118.3029
188,90004,2017,A,2186194,34.0762,-118.3029
189,90004,2017,B,2597926,34.0762,-118.3029
190,90004,2017,C,2441341,34.0762,-118.3029
191,90004,2017,D,2871740,34.0762,-118.3029
192,90004,2018,A,2162405,34.0762,-118.3029
193,90004,2018,B,2608149,34.0762,-118.3029
194,90004,2018,C,2313119,34.0762,-118.3029
195,90004,2018,D,2479339,34.0762,-118.3029
196,90004,2019,A,2607484,34.0762,-118.3029
197,90004,2019,B,1854465,34.0762,-118.3029
198,90004,2019,C,2115269,34.0762,-118.3029
199,90004,2019,D,1932427,34.0762,-118.3029
200,90005,2010,A,1250153,34.0585,-118.3012
201,90005,2010,B,1156346,34.0585,-118.3012
202,90005,2010,C,1074213,34.0585,-118.3012
203,90005,2010,D,1023985,34.0585,-118.3012
204,90005,2011,A,940353,34.0585,-118.3012
205,90005,2011,B,1127302,34.0585,-118.3012
206,90005,2011,C,1082605,34.0585,-118.3012
207,90005,2011,D,1115160,34.0585,-118.3012
208,90005,2012,A,934986,34.0585,-118.3012
209,90005,2012,B,997304,34.0585,-118.3012
210,90005,2012,C,1061877,34.0585,-118.3012
211,90005,2012,D,982447,34.0585,-118.3012
212,90005,2013,A,775559,34.0585,-118.3012
213,90005,2013,B,1295249,34.0585,-118.3012
214,90005,2013,C,1095230,34.0585,-118.3012
215,90005,2013,D,1151746,34.0585,-118.3012
216,90005,2014,A,1232202,34.0585,-118.3012
217,90005,2014,B,1314847,34.0585,-118.3012
218,90005,2014,C,1540388,34.0585,-118.3012
219,90005,2014,D,1277945,34.0585,-118.3012
220,90005,2015,A,1272993,34.0585,-118.3012
221,90005,2015,B,1709770,34.0585,-118.3012
222,90005,2015,C,1615966,34.0585,-118.3012
223,90005,2015,D,1444986,34.0585,-118.3012
224,90005,2016,A,1747246,34.0585,-118.3012
225,90005,2016,B,1547732,34.0585,-118.3012
226,90005,2016,C,1680487,34.0585,-118.3012
227,90005,2016,D,1627483,34.0585,-118.3012
228,90005,2017,A,1568460,34.0585,-118.3012
229,90005,2017,B,1478770,34.0585,-118.3012
230,90005,2017,C,1873709,34.0585,-118.3012
231,90005,2017,D,1837835,34.0585,-118.3012
232,90005,2018,A,1672526,34.0585,-118.3012
233,90005,2018,B,1694525,34.0585,-118.3012
234,90005,2018,C,1557146,34.0585,-118.3012
235,90005,2018,D,1474469,34.0585,-118.3012
236,90005,2019,A,900076,34.0585,-118.3012
237,90005,2019,B,1135071,34.0585,-118.3012
238,90005,2019,C,1493751,34.0585,-118.3012
239,90005,2019,D,1558063,34.0585,-118.3012
240,90006,2010,A,2079216,34.0493,-118.2917
241,90006,2010,B,1658902,34.0493,-118.2917
242,90006,2010,C,1697018,34.0493,-118.2917
243,90006,2010,D,1819690,34.0493,-118.2917
244,90006,2011,A,1781579,34.0493,-118.2917
245,90006,2011,B,1661204,34.0493,-118.2917
246,90006,2011,C,1659217,34.0493,-118.2917
247,90006,2011,D,1757805,34.0493,-118.2917
248,90006,2012,A,1515336,34.0493,-118.2917
249,90006,2012,B,1396434,34.0493,-118.2917
250,90006,2012,C,1465504,34.0493,-118.2917
251,90006,2012,D,1426898,34.0493,-118.2917
252,90006,2013,A,1628283,34.0493,-118.2917
253,90006,2013,B,1607640,34.0493,-118.2917
254,90006,2013,C,1554281,34.0493,-118.2917
255,90006,2013,D,1609848,34.0493,-118.2917
256,90006,2014,A,1659573,34.0493,-118.2917
257,90006,2014,B,2215808,34.0493,-118.2917
258,90006,2014,C,2098369,34.0493,-118.2917
259,90006,2014,D,2003829,34.0493,-118.2917
260,90006,2015,A,1911561,34.0493,-118.2917
261,90006,2015,B,1969770,34.0493,-118.2917
262,90006,2015,C,2303912,34.0493,-118.2917
263,90006,2015,D,2314723,34.0493,-118.2917
264,90006,2016,A,2007435,34.0493,-118.2917
265,90006,2016,B,2111799,34.0493,-118.2917
266,90006,2016,C,2353665,34.0493,-118.2917
267,90006,2016,D,1782014,34.0493,-118.2917
268,90006,2017,A,1888165,34.0493,-118.2917
269,90006,2017,B,1825752,34.0493,-118.2917
270,90006,2017,C,2344838,34.0493,-118.2917
271,90006,2017,D,2323527,34.0493,-118.2917
272,90006,2018,A,2269742,34.0493,-118.2917
273,90006,2018,B,2068897,34.0493,-118.2917
274,90006,2018,C,2089900,34.0493,-118.2917
275,90006,2018,D,2397930,34.0493,-118.2917
276,90006,2019,A,2090117,34.0493,-118.2917
277,90006,2019,B,1910295,34.0493,-118.2917
278,90006,2019,C,2308978,34.0493,-118.2917
279,90006,2019,D,2067707,34.0493,-118.2917
280,90007,2010,A,1705845,34.0294,-118.2871
281,90007,2010,B,1943389,34.0294,-118.2871
282,90007,2010,C,1795849,34.0294,-118.2871
283,90007,2010,D,2025254,34.0294,-118.2871
284,90007,2011,A,1802484,34.0294,-118.2871
285,90007,2011,B,1852364,34.0294,-118.2871
286,90007,2011,C,1826300,34.0294,-118.2871
287,90007,2011,D,1525885,34.0294,-118.2871
288,90007,2012,A,1132912,34.0294,-118.2871
289,90007,2012,B,1654699,34.0294,-118.2871
290,90007,2012,C,1580294,34.0294,-118.2871
291,90007,2012,D,1339364,34.0294,-118.2871
292,90007,2013,A,1696187,34.0294,-118.2871
293,90007,2013,B,1554064,34.0294,-118.2871
294,90007,2013,C,1537135,34.0294,-118.2871
295,90007,2013,D,1798227,34.0294,-118.2871
296,90007,2014,A,1501708,34.0294,-118.2871
297,90007,2014,B,1447112,34.0294,-118.2871
298,90007,2014,C,1436773,34.0294,-118.2871
299,90007,2014,D,1627037,34.0294,-118.2871
300,90007,2015,A,1703429,34.0294,-118.2871
301,90007,2015,B,1505770,34.0294,-118.2871
302,90007,2015,C,2067317,34.0294,-118.2871
303,90007,2015,D,1679891,34.0294,-118.2871
304,90007,2016,A,1748122,34.0294,-118.2871
305,90007,2016,B,1899521,34.0294,-118.2871
306,90007,2016,C,2566366,34.0294,-118.2871
307,90007,2016,D,2052345,34.0294,-118.2871
308,90007,2017,A,1944293,34.0294,-118.2871
309,90007,2017,B,2253516,34.0294,-118.2871
310,90007,2017,C,2216014,34.0294,-118.2871
311,90007,2017,D,1986494,34.0294,-118.2871
312,90007,2018,A,1704180,34.0294,-118.2871
313,90007,2018,B,1824397,34.0294,-118.2871
314,90007,2018,C,1938722,34.0294,-118.2871
315,90007,2018,D,2206275,34.0294,-118.2871
316,90007,2019,A,1888990,34.0294,-118.2871
317,90007,2019,B,2009236,34.0294,-118.2871
318,90007,2019,C,2160601,34.0294,-118.2871
319,90007,2019,D,2166921,34.0294,-118.2871
320,90008,2010,A,2304647,34.0116,-118.3411
321,90008,2010,B,2455953,34.0116,-118.3411
322,90008,2010,C,2906210,34.0116,-118.3411
323,90008,2010,D,3086247,34.0116,-118.3411
324,90008,2011,A,2732345,34.0116,-118.3411
325,90008,2011,B,2594087,34.0116,-118.3411
326,90008,2011,C,2660052,34.0116,-118.3411
327,90008,2011,D,2788256,34.0116,-118.3411
328,90008,2012,A,1840817,34.0116,-118.3411
329,90008,2012,B,1918907,34.0116,-118.3411
330,90008,2012,C,2560477,34.0116,-118.3411
331,90008,2012,D,1889100,34.0116,-118.3411
332,90008,2013,A,2178339,34.0116,-118.3411
333,90008,2013,B,2278233,34.0116,-118.3411
334,90008,2013,C,2338219,34.0116,-118.3411
335,90008,2013,D,1971085,34.0116,-118.3411
336,90008,2014,A,1833530,34.0116,-118.3411
337,90008,2014,B,2831069,34.0116,-118.3411
338,90008,2014,C,2277076,34.0116,-118.3411
339,90008,2014,D,2779011,34.0116,-118.3411
340,90008,2015,A,2473983,34.0116,-118.3411
341,90008,2015,B,2595768,34.0116,-118.3411
342,90008,2015,C,2531924,34.0116,-118.3411
343,90008,2015,D,2666727,34.0116,-118.3411
344,90008,2016,A,2738374,34.0116,-118.3411
345,90008,2016,B,2275860,34.0116,-118.3411
346,90008,2016,C,2410990,34.0116,-118.3411
347,90008,2016,D,2322701,34.0116,-118.3411
348,90008,2017,A,2622577,34.0116,-118.3411
349,90008,2017,B,2329749,34.0116,-118.3411
350,90008,2017,C,2647635,34.0116,-118.3411
351,90008,2017,D,2317282,34.0116,-118.3411
352,90008,2018,A,2333866,34.0116,-118.3411
353,90008,2018,B,2310610,34.0116,-118.3411
354,90008,2018,C,2365603,34.0116,-118.3411
355,90008,2018,D,2181150,34.0116,-118.3411
356,90008,2019,A,1663376,34.0116,-118.3411
357,90008,2019,B,1740078,34.0116,-118.3411
358,90008,2019,C,1868828,34.0116,-118.3411
359,90008,2019,D,1869877,34.0116,-118.3411
360,90009,2010,A,330285,34.0522,-118.2437
361,90009,2010,B,280193,34.0522,-118.2437
362,90009,2010,C,258430,34.0522,-118.2437
363,90009,2010,D,260403,34.0522,-118.2437
364,90009,2011,A,244530,34.0522,-118.2437
365,90009,2011,B,436834,34.0522,-118.2437
366,90009,2011,C,289996,34.0522,-118.2437
367,90009,2011,D,237496,34.0522,-118.2437
368,90009,2012,A,262516,34.0522,-118.2437
369,90009,2012,B,254711,34.0522,-118.2437
370,90009,2012,C,192431,34.0522,-118.2437
371,90009,2012,D,228991,34.0522,-118.2437
372,90009,2013,A,292994,34.0522,-118.2437
373,90009,2013,B,287991,34.0522,-118.2437
374,90009,2013,C,252203,34.0522,-118.2437
375,90009,2013,D,352143,34.0522,-118.2437
376,90009,2014,A,262074,34.0522,-118.2437
377,90009,2014,B,301227,34.0522,-118.2437
378,90009,2014,C,281025,34.0522,-118.2437
379,90009,2014,D,284458,34.0522,-118.2437
380,90009,2015,A,394808,34.0522,-118.2437
381,90009,2015,B,381072,34.0522,-118.2437
382,90009,2015,C,398955,34.0522,-118.2437
383,90009,2015,D,427762,34.0522,-118.2437
384,90009,2016,A,261932,34.0522,-118.2437
385,90009,2016,B,431549,34.0522,-118.2437
386,90009,2016,C,452289,34.0522,-118.2437
387,90009,2016,D,479260,34.0522,-118.2437
388,90009,2017,A,478884,34.0522,-118.2437
389,90009,2017,B,439983,34.0522,-118.2437
390,90009,2017,C,479602,34.0522,-118.2437
391,90009,2017,D,381417,34.0522,-118.2437
392,90009,2018,A,409264,34.0522,-118.2437
393,90009,2018,B,361578,34.0522,-118.2437
394,90009,2018,C,468555,34.0522,-118.2437
395,90009,2018,D,466562,34.0522,-118.2437
396,90009,2019,A,520465,34.0522,-118.2437
397,90009,2019,B,389762,34.0522,-118.2437
398,90009,2019,C,365372,34.0522,-118.2437
399,90009,2019,D,484185,34.0522,-118.2437
400,90010,2010,A,204379,34.0606,-118.3027
401,90010,2010,B,176441,34.0606,-118.3027
402,90010,2010,C,272962,34.0606,-118.3027
403,90010,2010,D,235463,34.0606,-118.3027
404,90010,2011,A,247466,34.0606,-118.3027
405,90010,2011,B,172593,34.0606,-118.3027
406,90010,2011,C,225105,34.0606,-118.3027
407,90010,2011,D,307717,34.0606,-118.3027
408,90010,2012,A,249688,34.0606,-118.3027
409,90010,2012,B,185948,34.0606,-118.3027
410,90010,2012,C,218498,34.0606,-118.3027
411,90010,2012,D,163379,34.0606,-118.3027
412,90010,2013,A,169806,34.0606,-118.3027
413,90010,2013,B,231631,34.0606,-118.3027
414,90010,2013,C,255007,34.0606,-118.3027
415,90010,2013,D,240868,34.0606,-118.3027
416,90010,2014,A,216898,34.0606,-118.3027
417,90010,2014,B,358454,34.0606,-118.3027
418,90010,2014,C,351084,34.0606,-118.3027
419,90010,2014,D,407663,34.0606,-118.3027
420,90010,2015,A,403007,34.0606,-118.3027
421,90010,2015,B,286579,34.0606,-118.3027
422,90010,2015,C,392677,34.0606,-118.3027
423,90010,2015,D,252852,34.0606,-118.3027
424,90010,2016,A,196062,34.0606,-118.3027
425,90010,2016,B,253775,34.0606,-118.3027
426,90010,2016,C,339406,34.0606,-118.3027
427,90010,2016,D,308638,34.0606,-118.3027
428,90010,2017,A,211603,34.0606,-118.3027
429,90010,2017,B,385001,34.0606,-118.3027
430,90010,2017,C,313500,34.0606,-118.3027
431,90010,2017,D,407915,34.0606,-118.3027
432,90010,2018,A,251676,34.0606,-118.3027
433,90010,2018,B,371721,34.0606,-118.3027
434,90010,2018,C,220819,34.0606,-118.3027
435,90010,2018,D,260518,34.0606,-118.3027
436,90010,2019,A,329262,34.0606,-118.3027
437,90010,2019,B,326672,34.0606,-118.3027
438,90010,2019,C,266270,34.0606,-118.3027
439,90010,2019,D,234409,34.0606,-118.3027
440,90011,2010,A,5324419,34.0079,-118.2582
441,90011,2010,B,5110459,34.0079,-118.2582
442,90011,2010,C,4531487,34.0079,-118.2582
443,90011,2010,D,4031596,34.0079,-118.2582
444,90011,2011,A,3560548,34.0079,-118.2582
445,90011,2011,B,5158332,34.0079,-118.2582
446,90011,2011,C,4344190,34.0079,-118.2582
447,90011,2011,D,3948925,34.0079,-118.2582
448,90011,2012,A,2876808,34.0079,-118.2582
449,90011,2012,B,3078751,34.0079,-118.2582
450,90011,2012,C,3109635,34.0079,-118.2582
451,90011,2012,D,2823437,34.0079,-118.2582
452,90011,2013,A,3160917,34.0079,-118.2582
453,90011,2013,B,3119132,34.0079,-118.2582
454,90011,2013,C,3196564,34.0079,-118.2582
455,90011,2013,D,2966358,34.0079,-118.2582
456,90011,2014,A,2603518,34.0079,-118.2582
457,90011,2014,B,3286383,34.0079,-118.2582
458,90011,2014,C,4016976,34.0079,-118.2582
459,90011,2014,D,3718365,34.0079,-118.2582
460,90011,2015,A,3522239,34.0079,-118.2582
461,90011,2015,B,3945582,34.0079,-118.2582
462,90011,2015,C,4287962,34.0079,-118.2582
463,90011,2015,D,3322151,34.0079,-118.2582
464,90011,2016,A,4185017,34.0079,-118.2582
465,90011,2016,B,3835093,34.0079,-118.2582
466,90011,2016,C,4217206,34.0079,-118.2582
467,90011,2016,D,4018592,34.0079,-118.2582
468,90011,2017,A,3582816,34.0079,-118.2582
469,90011,2017,B,4281833,34.0079,-118.2582
470,90011,2017,C,3830743,34.0079,-118.2582
471,90011,2017,D,3800316,34.0079,-118.2582
472,90011,2018,A,3002572,34.0079,-118.2582
473,90011,2018,B,3823676,34.0079,-118.2582
474,90011,2018,C,3988374,34.0079,-118.2582
475,90011,2018,D,3422551,34.0079,-118.2582
476,90011,2019,A,3504931,34.0079,-118.2582
477,90011,2019,B,3886450,34.0079,-118.2582
478,90011,2019,C,3883444,34.0079,-118.2582
479,90011,2019,D,3288445,34.0079,-118.2582
480,90012,2010,A,599375,34.0614,-118.2385
481,90012,2010,B,750117,34.0614,-118.2385
482,90012,2010,C,698389,34.0614,-118.2385
483,90012,2010,D,760006,34.0614,-118.2385
484,90012,2011,A,718232,34.0614,-118.2385
485,90012,2011,B,892789,34.0614,-118.2385
486,90012,2011,C,964699,34.0614,-118.2385
487,90012,2011,D,944575,34.0614,-118.2385
488,90012,2012,A,572309,34.0614,-118.2385
489,90012,2012,B,683518,34.0614,-118.2385
490,90012,2012,C,677526,34.0614,-118.2385
491,90012,2012,D,474800,34.0614,-118.2385
492,90012,2013,A,620839,34.0614,-118.2385
493,90012,2013,B,782902,34.0614,-118.2385
494,90012,2013,C,630492,34.0614,-118.2385
495,90012,2013,D,676277,34.0614,-118.2385
496,90012,2014,A,521231,34.0614,-118.2385
497,90012,2014,B,674092,34.0614,-118.2385
498,90012,2014,C,859923,34.0614,-118.2385
499,90012,2014,D,916896,34.0614,-118.2385
500,90012,2015,A,1161190,34.0614,-118.2385
501,90012,2015,B,1222605,34.0614,-118.2385
502,90012,2015,C,1277086,34.0614,-118.2385
503,90012,2015,D,1132245,34.0614,-118.2385
504,90012,2016,A,1114729,34.0614,-118.2385
505,90012,2016,B,1237247,34.0614,-118.2385
506,90012,2016,C,1258218,34.0614,-118.2385
507,90012,2016,D,1237052,34.0614,-118.2385
508,90012,2017,A,1155516,34.0614,-118.2385
509,90012,2017,B,1222838,34.0614,-118.2385
510,90012,2017,C,1402975,34.0614,-118.2385
511,90012,2017,D,1657861,34.0614,-118.2385
512,90012,2018,A,1220085,34.0614,-118.2385
513,90012,2018,B,1596818,34.0614,-118.2385
514,90012,2018,C,1361291,34.0614,-118.2385
515,90012,2018,D,1239520,34.0614,-118.2385
516,90012,2019,A,1205475,34.0614,-118.2385
517,90012,2019,B,1521645,34.0614,-118.2385
518,90012,2019,C,1746613,34.0614,-118.2385
519,90012,2019,D,1626100,34.0614,-118.2385
520,90013,2010,A,1181326,34.0448,-118.2434
521,90013,2010,B,1211236,34.0448,-118.2434
522,90013,2010,C,1218582,34.0448,-118.2434
523,90013,2010,D,1326930,34.0448,-118.2434
524,90013,2011,A,1296215,34.0448,-118.2434
525,90013,2011,B,1150064,34.0448,-118.2434
526,90013,2011,C,1171626,34.0448,-118.2434
527,90013,2011,D,1486399,34.0448,-118.2434
528,90013,2012,A,1181480,34.0448,-118.2434
529,90013,2012,B,1681770,34.0448,-118.2434
530,90013,2012,C,1180199,34.0448,-118.2434
531,90013,2012,D,1216286,34.0448,-118.2434
532,90013,2013,A,1016902,34.0448,-118.2434
533,90013,2013,B,1671826,34.0448,-118.2434
534,90013,2013,C,1790272,34.0448,-118.2434
535,90013,2013,D,1398499,34.0448,-118.2434
536,90013,2014,A,1542044,34.0448,-118.2434
537,90013,2014,B,1540286,34.0448,-118.2434
538,90013,2014,C,2223116,34.0448,-118.2434
539,90013,2014,D,2274844,34.0448,-118.2434
540,90013,2015,A,2576437,34.0448,-118.2434
541,90013,2015,B,2610072,34.0448,-118.2434
542,90013,2015,C,2716673,34.0448,-118.2434
543,90013,2015,D,2942737,34.0448,-118.2434
544,90013,2016,A,2557920,34.0448,-118.2434
545,90013,2016,B,2716926,34.0448,-118.2434
546,90013,2016,C,2947070,34.0448,-118.2434
547,90013,2016,D,2826875,34.0448,-118.2434
548,90013,2017,A,2279147,34.0448,-118.2434
549,90013,2017,B,3691155,34.0448,-118.2434
550,90013,2017,C,3059601,34.0448,-118.2434
551,90013,2017,D,3574844,34.0448,-118.2434
552,90013,2018,A,2715516,34.0448,-118.2434
553,90013,2018,B,2744968,34.0448,-118.2434
554,90013,2018,C,3731006,34.0448,-118.2434
555,90013,2018,D,2766403,34.0448,-118.2434
556,90013,2019,A,2412012,34.0448,-118.2434
557,90013,2019,B,3200814,34.0448,-118.2434
558,90013,2019,C,3532337,34.0448,-118.2434
559,90013,2019,D,3079899,34.0448,-118.2434
560,90014,2010,A,496406,34.0443,-118.2509
561,90014,2010,B,921042,34.0443,-118.2509
562,90014,2010,C,974855,34.0443,-118.2509
563,90014,2010,D,546949,34.0443,-118.2509
564,90014,2011,A,632055,34.0443,-118.2509
565,90014,2011,B,847288,34.0443,-118.2509
