,level_0,neighborhood,year,month_index,Score,lat,lon
589,589,90047,2022,D,1770369,33.9569,-118.3073
590,590,90047,2023,A,1326241,33.9569,-118.3073
591,591,90048,2020,A,1121833,34.0737,-118.372
592,592,90048,2020,B,2399518,34.0737,-118.372
593,593,90048,2020,C,932833,34.0737,-118.372
594,594,90048,2020,D,1128877,34.0737,-118.372
595,595,90048,2021,A,1147748,34.0737,-118.372
596,596,90048,2021,B,1055543,34.0737,-118.372
597,597,90048,2021,C,960064,34.0737,-118.372
598,598,90048,2021,D,1348338,34.0737,-118.372
599,599,90048,2022,A,1194228,34.0737,-118.372
600,600,90048,2022,B,1063032,34.0737,-118.372
601,601,90048,2022,C,1187003,34.0737,-118.372
602,602,90048,2022,D,1227940,34.0737,-118.372
603,603,90048,2023,A,940507,34.0737,-118.372
604,604,90049,2020,A,582593,34.066,-118.474
605,605,90049,2020,B,516031,34.066,-118.474
606,606,90049,2020,C,384595,34.066,-118.474
607,607,90049,2020,D,288674,34.066,-118.474
608,608,90049,2021,A,559169,34.066,-118.474
609,609,90049,2021,B,636756,34.066,-118.474
610,610,90049,2021,C,536911,34.066,-118.474
611,611,90049,2021,D,810417,34.066,-118.474
612,612,90049,2022,A,628215,34.066,-118.474
613,613,90049,2022,B,721683,34.066,-118.474
614,614,90049,2022,C,607017,34.066,-118.474
615,615,90049,2022,D,647521,34.066,-118.474
616,616,90049,2023,A,396659,34.066,-118.474
617,617,90052,2020,A,98160,34.0522,-118.2437
618,618,90052,2020,B,145080,34.0522,-118.2437
619,619,90052,2020,C,137081,34.0522,-118.2437
620,620,90052,2020,D,109881,34.0522,-118.2437
621,621,90052,2021,A,86881,34.0522,-118.2437
622,622,90052,2021,B,118891,34.0522,-118.2437
623,623,90052,2021,C,157364,34.0522,-118.2437
624,624,90052,2021,D,177202,34.0522,-118.2437
625,625,90052,2022,A,150282,34.0522,-118.2437
626,626,90052,2022,B,123640,34.0522,-118.2437
627,627,90052,2022,C,283532,34.0522,-118.2437
628,628,90052,2022,D,107882,34.0522,-118.2437
629,629,90052,2023,A,183481,34.0522,-118.2437
630,630,90053,2020,A,196801,34.0522,-118.2437
631,631,90053,2020,B,109680,34.0522,-118.2437
632,632,90053,2020,C,48320,34.0522,-118.2437
633,633,90053,2020,D,131204,34.0522,-118.2437
634,634,90053,2021,A,22082,34.0522,-118.2437
635,635,90053,2021,B,79120,34.0522,-118.2437
636,636,90053,2021,C,40882,34.0522,-118.2437
637,637,90053,2021,D,50000,34.0522,-118.2437
638,638,90053,2022,A,65882,34.0522,-118.2437
639,639,90053,2022,B,24404,34.0522,-118.2437
640,640,90053,2022,C,31445,34.0522,-118.2437
641,641,90053,2022,D,38083,34.0522,-118.2437
642,642,90053,2023,A,4803,34.0522,-118.2437
643,643,90056,2020,A,22883,33.9853,-118.3707
644,644,90056,2020,B,27081,33.9853,-118.3707
645,645,90056,2020,C,21400,33.9853,-118.3707
646,646,90056,2020,D,3000,33.9853,-118.3707
647,647,90056,2021,A,10442,33.9853,-118.3707
648,648,90056,2021,B,9080,33.9853,-118.3707
649,649,90056,2021,C,7210,33.9853,-118.3707
650,650,90056,2021,D,3201,33.9853,-118.3707
651,651,90056,2022,A,39803,33.9853,-118.3707
652,652,90056,2022,B,17081,33.9853,-118.3707
653,653,90056,2022,C,83484,33.9853,-118.3707
654,654,90056,2022,D,78761,33.9853,-118.3707
655,655,90056,2023,A,11203,33.9853,-118.3707
656,656,90057,2020,A,2623329,34.0622,-118.2763
657,657,90057,2020,B,2389134,34.0622,-118.2763
658,658,90057,2020,C,2377495,34.0622,-118.2763
659,659,90057,2020,D,1856247,34.0622,-118.2763
660,660,90057,2021,A,2630118,34.0622,-118.2763
661,661,90057,2021,B,2445728,34.0622,-118.2763
662,662,90057,2021,C,2664928,34.0622,-118.2763
663,663,90057,2021,D,2716404,34.0622,-118.2763
664,664,90057,2022,A,3118466,34.0622,-118.2763
665,665,90057,2022,B,3260261,34.0622,-118.2763
666,666,90057,2022,C,3309653,34.0622,-118.2763
667,667,90057,2022,D,3426011,34.0622,-118.2763
668,668,90057,2023,A,2412883,34.0622,-118.2763
669,669,90058,2020,A,445495,33.9994,-118.2133
670,670,90058,2020,B,345400,33.9994,-118.2133
671,671,90058,2020,C,438360,33.9994,-118.2133
672,672,90058,2020,D,436880,33.9994,-118.2133
673,673,90058,2021,A,499980,33.9994,-118.2133
674,674,90058,2021,B,473125,33.9994,-118.2133
675,675,90058,2021,C,673685,33.9994,-118.2133
676,676,90058,2021,D,577296,33.9994,-118.2133
677,677,90058,2022,A,421077,33.9994,-118.2133
678,678,90058,2022,B,468291,33.9994,-118.2133
679,679,90058,2022,C,570306,33.9994,-118.2133
680,680,90058,2022,D,529457,33.9994,-118.2133
681,681,90058,2023,A,547176,33.9994,-118.2133
682,682,90059,2020,A,1191550,33.9293,-118.2463
683,683,90059,2020,B,1702527,33.9293,-118.2463
684,684,90059,2020,C,1114610,33.9293,-118.2463
685,685,90059,2020,D,1161298,33.9293,-118.2463
686,686,90059,2021,A,1324738,33.9293,-118.2463
687,687,90059,2021,B,1640040,33.9293,-118.2463
688,688,90059,2021,C,1565251,33.9293,-118.2463
689,689,90059,2021,D,1388000,33.9293,-118.2463
690,690,90059,2022,A,1314458,33.9293,-118.2463
691,691,90059,2022,B,1308161,33.9293,-118.2463
692,692,90059,2022,C,1141694,33.9293,-118.2463
693,693,90059,2022,D,1222135,33.9293,-118.2463
694,694,90059,2023,A,1293460,33.9293,-118.2463
695,695,90061,2020,A,1444865,33.9245,-118.2716
696,696,90061,2020,B,1404953,33.9245,-118.2716
697,697,90061,2020,C,1058992,33.9245,-118.2716
698,698,90061,2020,D,1178402,33.9245,-118.2716
699,699,90061,2021,A,1036270,33.9245,-118.2716
700,700,90061,2021,B,1572369,33.9245,-118.2716
701,701,90061,2021,C,1582498,33.9245,-118.2716
702,702,90061,2021,D,1561246,33.9245,-118.2716
703,703,90061,2022,A,1524980,33.9245,-118.2716
704,704,90061,2022,B,1580134,33.9245,-118.2716
705,705,90061,2022,C,1668915,33.9245,-118.2716
706,706,90061,2022,D,1384879,33.9245,-118.2716
707,707,90061,2023,A,1271312,33.9245,-118.2716
708,708,90062,2020,A,2263660,34.0032,-118.3073
709,709,90062,2020,B,1998446,34.0032,-118.3073
710,710,90062,2020,C,1857192,34.0032,-118.3073
711,711,90062,2020,D,1580226,34.0032,-118.3073
712,712,90062,2021,A,1645299,34.0032,-118.3073
713,713,90062,2021,B,1986205,34.0032,-118.3073
714,714,90062,2021,C,2188086,34.0032,-118.3073
715,715,90062,2021,D,2432401,34.0032,-118.3073
716,716,90062,2022,A,2057138,34.0032,-118.3073
717,717,90062,2022,B,2224150,34.0032,-118.3073
718,718,90062,2022,C,2418810,34.0032,-118.3073
719,719,90062,2022,D,1846043,34.0032,-118.3073
720,720,90062,2023,A,1286591,34.0032,-118.3073
721,721,90063,2020,A,213457,34.0451,-118.1859
722,722,90063,2020,B,173042,34.0451,-118.1859
723,723,90063,2020,C,186245,34.0451,-118.1859
724,724,90063,2020,D,170972,34.0451,-118.1859
725,725,90063,2021,A,206054,34.0451,-118.1859
726,726,90063,2021,B,192044,34.0451,-118.1859
727,727,90063,2021,C,329780,34.0451,-118.1859
728,728,90063,2021,D,269018,34.0451,-118.1859
729,729,90063,2022,A,259544,34.0451,-118.1859
730,730,90063,2022,B,157620,34.0451,-118.1859
731,731,90063,2022,C,230431,34.0451,-118.1859
732,732,90063,2022,D,311739,34.0451,-118.1859
733,733,90063,2023,A,125463,34.0451,-118.1859
734,734,90064,2020,A,1596157,34.0353,-118.4259
735,735,90064,2020,B,1695545,34.0353,-118.4259
736,736,90064,2020,C,1230495,34.0353,-118.4259
737,737,90064,2020,D,1239428,34.0353,-118.4259
738,738,90064,2021,A,1539860,34.0353,-118.4259
739,739,90064,2021,B,1323136,34.0353,-118.4259
740,740,90064,2021,C,1439440,34.0353,-118.4259
741,741,90064,2021,D,1554971,34.0353,-118.4259
742,742,90064,2022,A,1549212,34.0353,-118.4259
743,743,90064,2022,B,1403558,34.0353,-118.4259
744,744,90064,2022,C,1856884,34.0353,-118.4259
745,745,90064,2022,D,1603258,34.0353,-118.4259
746,746,90064,2023,A,1137861,34.0353,-118.4259
747,747,90065,2020,A,840338,34.1073,-118.2266
748,748,90065,2020,B,1089260,34.1073,-118.2266
749,749,90065,2020,C,668611,34.1073,-118.2266
750,750,90065,2020,D,662148,34.1073,-118.2266
751,751,90065,2021,A,1014951,34.1073,-118.2266
752,752,90065,2021,B,722449,34.1073,-118.2266
753,753,90065,2021,C,1262636,34.1073,-118.2266
754,754,90065,2021,D,1078397,34.1073,-118.2266
755,755,90065,2022,A,1006255,34.1073,-118.2266
756,756,90065,2022,B,788924,34.1073,-118.2266
757,757,90065,2022,C,1188293,34.1073,-118.2266
758,758,90065,2022,D,910507,34.1073,-118.2266
759,759,90065,2023,A,738780,34.1073,-118.2266
760,760,90066,2020,A,1089941,34.003,-118.4298
761,761,90066,2020,B,1218621,34.003,-118.4298
762,762,90066,2020,C,830246,34.003,-118.4298
763,763,90066,2020,D,797125,34.003,-118.4298
764,764,90066,2021,A,1146411,34.003,-118.4298
765,765,90066,2021,B,1095630,34.003,-118.4298
766,766,90066,2021,C,832394,34.003,-118.4298
767,767,90066,2021,D,1016994,34.003,-118.4298
768,768,90066,2022,A,1183084,34.003,-118.4298
769,769,90066,2022,B,1016276,34.003,-118.4298
770,770,90066,2022,C,768012,34.003,-118.4298
771,771,90066,2022,D,1214010,34.003,-118.4298
772,772,90066,2023,A,1088382,34.003,-118.4298
773,773,90067,2020,A,155746,34.0551,-118.4095
774,774,90067,2020,B,133782,34.0551,-118.4095
775,775,90067,2020,C,108983,34.0551,-118.4095
776,776,90067,2020,D,142654,34.0551,-118.4095
777,777,90067,2021,A,125085,34.0551,-118.4095
778,778,90067,2021,B,131690,34.0551,-118.4095
779,779,90067,2021,C,154979,34.0551,-118.4095
780,780,90067,2021,D,213447,34.0551,-118.4095
781,781,90067,2022,A,60783,34.0551,-118.4095
782,782,90067,2022,B,116666,34.0551,-118.4095
783,783,90067,2022,C,58477,34.0551,-118.4095
784,784,90067,2022,D,48013,34.0551,-118.4095
785,785,90067,2023,A,130405,34.0551,-118.4095
786,786,90068,2020,A,605311,34.1156,-118.3305
787,787,90068,2020,B,577053,34.1156,-118.3305
788,788,90068,2020,C,431169,34.1156,-118.3305
789,789,90068,2020,D,389329,34.1156,-118.3305
790,790,90068,2021,A,594117,34.1156,-118.3305
791,791,90068,2021,B,575794,34.1156,-118.3305
792,792,90068,2021,C,708923,34.1156,-118.3305
793,793,90068,2021,D,602331,34.1156,-118.3305
794,794,90068,2022,A,672993,34.1156,-118.3305
795,795,90068,2022,B,614092,34.1156,-118.3305
796,796,90068,2022,C,600807,34.1156,-118.3305
797,797,90068,2022,D,692726,34.1156,-118.3305
798,798,90068,2023,A,430116,34.1156,-118.3305
799,799,90069,2020,A,364093,34.0906,-118.3788
800,800,90069,2020,B,349668,34.0906,-118.3788
801,801,90069,2020,C,162962,34.0906,-118.3788
802,802,90069,2020,D,280285,34.0906,-118.3788
803,803,90069,2021,A,185245,34.0906,-118.3788
804,804,90069,2021,B,355341,34.0906,-118.3788
805,805,90069,2021,C,417088,34.0906,-118.3788
806,806,90069,2021,D,439158,34.0906,-118.3788
807,807,90069,2022,A,352021,34.0906,-118.3788
808,808,90069,2022,B,399405,34.0906,-118.3788
809,809,90069,2022,C,302957,34.0906,-118.3788
810,810,90069,2022,D,281894,34.0906,-118.3788
811,811,90069,2023,A,273322,34.0906,-118.3788
812,812,90071,2020,A,654783,34.0529,-118.2549
813,813,90071,2020,B,804143,34.0529,-118.2549
814,814,90071,2020,C,696282,34.0529,-118.2549
815,815,90071,2020,D,458531,34.0529,-118.2549
816,816,90071,2021,A,904529,34.0529,-118.2549
817,817,90071,2021,B,543246,34.0529,-118.2549
818,818,90071,2021,C,568546,34.0529,-118.2549
819,819,90071,2021,D,769420,34.0529,-118.2549
820,820,90071,2022,A,855118,34.0529,-118.2549
821,821,90071,2022,B,1130711,34.0529,-118.2549
822,822,90071,2022,C,1048144,34.0529,-118.2549
823,823,90071,2022,D,875754,34.0529,-118.2549
824,824,90071,2023,A,874319,34.0529,-118.2549
825,825,90073,2020,A,210529,33.7866,-118.2987
826,826,90073,2020,B,299007,33.7866,-118.2987
827,827,90073,2020,C,93425,33.7866,-118.2987
828,828,90073,2020,D,207457,33.7866,-118.2987
829,829,90073,2021,A,216368,33.7866,-118.2987
830,830,90073,2021,B,106827,33.7866,-118.2987
831,831,90073,2021,C,222050,33.7866,-118.2987
832,832,90073,2021,D,109814,33.7866,-118.2987
833,833,90073,2022,A,156750,33.7866,-118.2987
834,834,90073,2022,B,250381,33.7866,-118.2987
835,835,90073,2022,C,108400,33.7866,-118.2987
836,836,90073,2022,D,145016,33.7866,-118.2987
837,837,90073,2023,A,63330,33.7866,-118.2987
838,838,90074,2020,A,310658,34.0522,-118.2437
839,839,90074,2020,B,264203,34.0522,-118.2437
840,840,90074,2020,C,317040,34.0522,-118.2437
841,841,90074,2020,D,218672,34.0522,-118.2437
842,842,90074,2021,A,285206,34.0522,-118.2437
843,843,90074,2021,B,272723,34.0522,-118.2437
844,844,90074,2021,C,378610,34.0522,-118.2437
845,845,90074,2021,D,324851,34.0522,-118.2437
846,846,90074,2022,A,609734,34.0522,-118.2437
847,847,90074,2022,B,514652,34.0522,-118.2437
848,848,90074,2022,C,555261,34.0522,-118.2437
849,849,90074,2022,D,533773,34.0522,-118.2437
850,850,90074,2023,A,411784,34.0522,-118.2437
851,851,90077,2020,A,237007,34.1112,-118.4502
852,852,90077,2020,B,202251,34.1112,-118.4502
853,853,90077,2020,C,73294,34.1112,-118.4502
854,854,90077,2020,D,67201,34.1112,-118.4502
855,855,90077,2021,A,131615,34.1112,-118.4502
856,856,90077,2021,B,197942,34.1112,-118.4502
857,857,90077,2021,C,243382,34.1112,-118.4502
858,858,90077,2021,D,214647,34.1112,-118.4502
859,859,90077,2022,A,109572,34.1112,-118.4502
860,860,90077,2022,B,198966,34.1112,-118.4502
861,861,90077,2022,C,155855,34.1112,-118.4502
862,862,90077,2022,D,174489,34.1112,-118.4502
863,863,90077,2023,A,74286,34.1112,-118.4502
864,864,90079,2020,A,290003,33.7866,-118.2987
865,865,90079,2020,B,223512,33.7866,-118.2987
866,866,90079,2020,C,189481,33.7866,-118.2987
867,867,90079,2020,D,197291,33.7866,-118.2987
868,868,90079,2021,A,272124,33.7866,-118.2987
869,869,90079,2021,B,277321,33.7866,-118.2987
870,870,90079,2021,C,429932,33.7866,-118.2987
871,871,90079,2021,D,242760,33.7866,-118.2987
872,872,90079,2022,A,255241,33.7866,-118.2987
873,873,90079,2022,B,274931,33.7866,-118.2987
874,874,90079,2022,C,454747,33.7866,-118.2987
875,875,90079,2022,D,444252,33.7866,-118.2987
876,876,90079,2023,A,370601,33.7866,-118.2987
877,877,90086,2020,A,178272,34.0522,-118.2437
878,878,90086,2020,B,368050,34.0522,-118.2437
879,879,90086,2020,C,157471,34.0522,-118.2437
880,880,90086,2020,D,158090,34.0522,-118.2437
881,881,90086,2021,A,286281,34.0522,-118.2437
882,882,90086,2021,B,281691,34.0522,-118.2437
883,883,90086,2021,C,148684,34.0522,-118.2437
884,884,90086,2021,D,280684,34.0522,-118.2437
885,885,90086,2022,A,321103,34.0522,-118.2437
886,886,90086,2022,B,268828,34.0522,-118.2437
887,887,90086,2022,C,306122,34.0522,-118.2437
888,888,90086,2022,D,449608,34.0522,-118.2437
889,889,90086,2023,A,224486,34.0522,-118.2437
890,890,90089,2020,A,334151,33.7866,-118.2987
891,891,90089,2020,B,382638,33.7866,-118.2987
892,892,90089,2020,C,312172,33.7866,-118.2987
893,893,90089,2020,D,235523,33.7866,-118.2987
894,894,90089,2021,A,209832,33.7866,-118.2987
895,895,90089,2021,B,273242,33.7866,-118.2987
896,896,90089,2021,C,410084,33.7866,-118.2987
897,897,90089,2021,D,283534,33.7866,-118.2987
898,898,90089,2022,A,515965,33.7866,-118.2987
899,899,90089,2022,B,613849,33.7866,-118.2987
900,900,90089,2022,C,345258,33.7866,-118.2987
901,901,90089,2022,D,501497,33.7866,-118.2987
902,902,90089,2023,A,334713,33.7866,-118.2987
903,903,90094,2020,A,191819,33.9728,-118.4276
904,904,90094,2020,B,248640,33.9728,-118.4276
905,905,90094,2020,C,276663,33.9728,-118.4276
906,906,90094,2020,D,189604,33.9728,-118.4276
907,907,90094,2021,A,299780,33.9728,-118.4276
908,908,90094,2021,B,343713,33.9728,-118.4276
909,909,90094,2021,C,317240,33.9728,-118.4276
910,910,90094,2021,D,317406,33.9728,-118.4276
911,911,90094,2022,A,355025,33.9728,-118.4276
912,912,90094,2022,B,273895,33.9728,-118.4276
913,913,90094,2022,C,218054,33.9728,-118.4276
914,914,90094,2022,D,263409,33.9728,-118.4276
915,915,90094,2023,A,303936,33.9728,-118.4276
916,916,90095,2020,A,84882,33.7866,-118.2987
917,917,90095,2020,B,106564,33.7866,-118.2987
918,918,90095,2020,C,21894,33.7866,-118.2987
919,919,90095,2020,D,24082,33.7866,-118.2987
920,920,90095,2021,A,55015,33.7866,-118.2987
921,921,90095,2021,B,54203,33.7866,-118.2987
922,922,90095,2021,C,47685,33.7866,-118.2987
923,923,90095,2021,D,86734,33.7866,-118.2987
924,924,90095,2022,A,86788,33.7866,-118.2987
925,925,90095,2022,B,148866,33.7866,-118.2987
926,926,90095,2022,C,61493,33.7866,-118.2987
927,927,90095,2022,D,105203,33.7866,-118.2987
928,928,90095,2023,A,111282,33.7866,-118.2987
929,929,90096,2020,A,18005,34.0522,-118.2437
930,930,90096,2020,B,106361,34.0522,-118.2437
931,931,90096,2020,C,73761,34.0522,-118.2437
932,932,90096,2020,D,285321,34.0522,-118.2437
933,933,90096,2021,A,116541,34.0522,-118.2437
934,934,90096,2021,B,121291,34.0522,-118.2437
935,935,90096,2021,C,111164,34.0522,-118.2437
936,936,90096,2021,D,73691,34.0522,-118.2437
937,937,90096,2022,A,99843,34.0522,-118.2437
938,938,90096,2022,B,77923,34.0522,-118.2437
939,939,90096,2022,C,83372,34.0522,-118.2437
940,940,90096,2022,D,123922,34.0522,-118.2437
941,941,90096,2023,A,37684,34.0522,-118.2437
942,942,90201,2020,A,8000,33.9653,-118.1515
943,943,90201,2020,B,69400,33.9653,-118.1515
944,944,90201,2020,C,42480,33.9653,-118.1515
945,945,90201,2020,D,22200,33.9653,-118.1515
946,946,90201,2021,A,64600,33.9653,-118.1515
947,947,90201,2021,B,47200,33.9653,-118.1515
948,948,90201,2021,C,88000,33.9653,-118.1515
949,949,90201,2021,D,31000,33.9653,-118.1515
950,950,90201,2022,A,51150,33.9653,-118.1515
951,951,90201,2022,B,60080,33.9653,-118.1515
952,952,90201,2022,C,17601,33.9653,-118.1515
953,953,90201,2022,D,27680,33.9653,-118.1515
954,954,90201,2023,A,23400,33.9653,-118.1515
955,955,90210,2020,A,171738,34.0901,-118.4065
956,956,90210,2020,B,172437,34.0901,-118.4065
957,957,90210,2020,C,136162,34.0901,-118.4065
958,958,90210,2020,D,176495,34.0901,-118.4065
959,959,90210,2021,A,242164,34.0901,-118.4065
960,960,90210,2021,B,283938,34.0901,-118.4065
961,961,90210,2021,C,258688,34.0901,-118.4065
962,962,90210,2021,D,140896,34.0901,-118.4065
963,963,90210,2022,A,271042,34.0901,-118.4065
964,964,90210,2022,B,299962,34.0901,-118.4065
965,965,90210,2022,C,282778,34.0901,-118.4065
966,966,90210,2022,D,269928,34.0901,-118.4065
967,967,90210,2023,A,353095,34.0901,-118.4065
968,968,90211,2020,A,107294,34.0652,-118.383
969,969,90211,2020,B,150360,34.0652,-118.383
970,970,90211,2020,C,88681,34.0652,-118.383
971,971,90211,2020,D,78411,34.0652,-118.383
972,972,90211,2021,A,136083,34.0652,-118.383
973,973,90211,2021,B,58202,34.0652,-118.383
974,974,90211,2021,C,70302,34.0652,-118.383
975,975,90211,2021,D,174642,34.0652,-118.383
976,976,90211,2022,A,93906,34.0652,-118.383
977,977,90211,2022,B,105565,34.0652,-118.383
978,978,90211,2022,C,62573,34.0652,-118.383
979,979,90211,2022,D,112323,34.0652,-118.383
980,980,90211,2023,A,60280,34.0652,-118.383
981,981,90212,2020,A,28297,34.0619,-118.3995
982,982,90212,2020,B,41091,34.0619,-118.3995
983,983,90212,2020,C,4450,34.0619,-118.3995
984,984,90212,2020,D,3180,34.0619,-118.3995
985,985,90212,2021,A,7001,34.0619,-118.3995
986,986,90212,2021,B,21151,34.0619,-118.3995
987,987,90212,2021,C,22401,34.0619,-118.3995
988,988,90212,2021,D,3011,34.0619,-118.3995
989,989,90212,2022,A,51004,34.0619,-118.3995
990,990,90212,2022,B,69532,34.0619,-118.3995
991,991,90212,2022,C,49405,34.0619,-118.3995
992,992,90212,2022,D,43721,34.0619,-118.3995
993,993,90212,2023,A,30300,34.0619,-118.3995
994,994,90230,2020,A,477371,33.9949,-118.3991
995,995,90230,2020,B,501940,33.9949,-118.3991
996,996,90230,2020,C,545902,33.9949,-118.3991
997,997,90230,2020,D,308008,33.9949,-118.3991
998,998,90230,2021,A,440657,33.9949,-118.3991
999,999,90230,2021,B,473515,33.9949,-118.3991
1000,1000,90230,2021,C,333002,33.9949,-118.3991
1001,1001,90230,2021,D,461549,33.9949,-118.3991
1002,1002,90230,2022,A,444707,33.9949,-118.3991
1003,1003,90230,2022,B,491804,33.9949,-118.3991
1004,1004,90230,2022,C,480078,33.9949,-118.3991
1005,1005,90230,2022,D,363561,33.9949,-118.3991
1006,1006,90230,2023,A,426245,33.9949,-118.3991
1007,1007,90232,2020,A,143164,34.0168,-118.3973
1008,1008,90232,2020,B,95640,34.0168,-118.3973
1009,1009,90232,2020,C,97811,34.0168,-118.3973
1010,1010,90232,2020,D,107981,34.0168,-118.3973
1011,1011,90232,2021,A,136923,34.0168,-118.3973
1012,1012,90232,2021,B,190643,34.0168,-118.3973
1013,1013,90232,2021,C,154141,34.0168,-118.3973
1014,1014,90232,2021,D,184288,34.0168,-118.3973
1015,1015,90232,2022,A,132843,34.0168,-118.3973
1016,1016,90232,2022,B,307248,34.0168,-118.3973
1017,1017,90232,2022,C,142733,34.0168,-118.3973
1018,1018,90232,2022,D,159642,34.0168,-118.3973
1019,1019,90232,2023,A,118518,34.0168,-118.3973
1020,1020,90245,2020,A,115820,33.9243,-118.4119
1021,1021,90245,2020,B,64041,33.9243,-118.4119
1022,1022,90245,2020,C,79093,33.9243,-118.4119
1023,1023,90245,2020,D,129802,33.9243,-118.4119
1024,1024,90245,2021,A,57122,33.9243,-118.4119
1025,1025,90245,2021,B,74962,33.9243,-118.4119
1026,1026,90245,2021,C,74860,33.9243,-118.4119
1027,1027,90245,2021,D,95160,33.9243,-118.4119
1028,1028,90245,2022,A,11040,33.9243,-118.4119
1029,1029,90245,2022,B,41281,33.9243,-118.4119
1030,1030,90245,2022,C,14251,33.9243,-118.4119
1031,1031,90245,2022,D,25000,33.9243,-118.4119
1032,1032,90245,2023,A,10560,33.9243,-118.4119
1033,1033,90247,2020,A,498686,33.8925,-118.2961
1034,1034,90247,2020,B,292755,33.8925,-118.2961
1035,1035,90247,2020,C,306092,33.8925,-118.2961
1036,1036,90247,2020,D,150881,33.8925,-118.2961
1037,1037,90247,2021,A,349243,33.8925,-118.2961
1038,1038,90247,2021,B,300461,33.8925,-118.2961
1039,1039,90247,2021,C,297055,33.8925,-118.2961
1040,1040,90247,2021,D,270306,33.8925,-118.2961
1041,1041,90247,2022,A,262840,33.8925,-118.2961
1042,1042,90247,2022,B,359981,33.8925,-118.2961
1043,1043,90247,2022,C,222814,33.8925,-118.2961
1044,1044,90247,2022,D,230830,33.8925,-118.2961
1045,1045,90247,2023,A,320003,33.8925,-118.2961
1046,1046,90248,2020,A,532185,33.8766,-118.2835
1047,1047,90248,2020,B,283471,33.8766,-118.2835
1048,1048,90248,2020,C,268412,33.8766,-118.2835
1049,1049,90248,2020,D,340601,33.8766,-118.2835
1050,1050,90248,2021,A,327605,33.8766,-118.2835
1051,1051,90248,2021,B,385431,33.8766,-118.2835
1052,1052,90248,2021,C,298130,33.8766,-118.2835
1053,1053,90248,2021,D,156595,33.8766,-118.2835
1054,1054,90248,2022,A,263604,33.8766,-118.2835
1055,1055,90248,2022,B,352574,33.8766,-118.2835
1056,1056,90248,2022,C,272119,33.8766,-118.2835
1057,1057,90248,2022,D,238483,33.8766,-118.2835
1058,1058,90248,2023,A,207137,33.8766,-118.2835
1059,1059,90250,2020,A,24902,33.9143,-118.3493
1060,1060,90250,2020,B,21590,33.9143,-118.3493
1061,1061,90250,2020,C,24200,33.9143,-118.3493
1062,1062,90250,2020,D,50680,33.9143,-118.3493
1063,1063,90250,2021,A,64802,33.9143,-118.3493
1064,1064,90250,2021,B,10202,33.9143,-118.3493
1065,1065,90250,2021,C,62051,33.9143,-118.3493
1066,1066,90250,2021,D,42082,33.9143,-118.3493
1067,1067,90250,2022,A,25882,33.9143,-118.3493
1068,1068,90250,2022,B,83022,33.9143,-118.3493
1069,1069,90250,2022,C,43005,33.9143,-118.3493
1070,1070,90250,2022,D,36203,33.9143,-118.3493
1071,1071,90250,2023,A,16003,33.9143,-118.3493
1072,1072,90265,2021,A,400,34.0402,-118.7351
1073,1073,90265,2021,C,2000,34.0402,-118.7351
1074,1074,90272,2020,A,397897,34.0481,-118.5265
1075,1075,90272,2020,B,406890,34.0481,-118.5265
1076,1076,90272,2020,C,194588,34.0481,-118.5265
1077,1077,90272,2020,D,356121,34.0481,-118.5265
1078,1078,90272,2021,A,376469,34.0481,-118.5265
1079,1079,90272,2021,B,381049,34.0481,-118.5265
1080,1080,90272,2021,C,362430,34.0481,-118.5265
1081,1081,90272,2021,D,262110,34.0481,-118.5265
1082,1082,90272,2022,A,137929,34.0481,-118.5265
1083,1083,90272,2022,B,372258,34.0481,-118.5265
1084,1084,90272,2022,C,387364,34.0481,-118.5265
1085,1085,90272,2022,D,378575,34.0481,-118.5265
1086,1086,90272,2023,A,378818,34.0481,-118.5265
1087,1087,90275,2020,A,15981,33.7515,-118.367
1088,1088,90275,2020,B,24700,33.7515,-118.367
1089,1089,90275,2020,C,9800,33.7515,-118.367
1090,1090,90275,2020,D,48190,33.7515,-118.367
1091,1091,90275,2021,A,34600,33.7515,-118.367
1092,1092,90275,2021,B,9473,33.7515,-118.367
1093,1093,90275,2021,C,11803,33.7515,-118.367
1094,1094,90275,2021,D,42361,33.7515,-118.367
1095,1095,90275,2022,A,9313,33.7515,-118.367
1096,1096,90275,2022,B,29670,33.7515,-118.367
1097,1097,90275,2022,C,23431,33.7515,-118.367
1098,1098,90275,2022,D,31011,33.7515,-118.367
1099,1099,90275,2023,A,25082,33.7515,-118.367
1100,1100,90278,2020,B,2000,33.8707,-118.3715
1101,1101,90278,2020,C,401,33.8707,-118.3715
1102,1102,90278,2020,D,400,33.8707,-118.3715
1103,1103,90278,2021,A,2000,33.8707,-118.3715
1104,1104,90278,2021,B,600,33.8707,-118.3715
1105,1105,90278,2021,D,1200,33.8707,-118.3715
1106,1106,90278,2023,A,3200,33.8707,-118.3715
1107,1107,90290,2021,A,2001,34.1076,-118.6023
1108,1108,90290,2021,C,1,34.1076,-118.6023
1109,1109,90290,2023,A,400,34.1076,-118.6023
1110,1110,90291,2020,A,1614331,33.9938,-118.4635
1111,1111,90291,2020,B,2220699,33.9938,-118.4635
1112,1112,90291,2020,C,1826734,33.9938,-118.4635
1113,1113,90291,2020,D,1826451,33.9938,-118.4635
1114,1114,90291,2021,A,2588748,33.9938,-118.4635
1115,1115,90291,2021,B,2277054,33.9938,-118.4635
